uuid,name,shortname,description,class,child.1,child.2,child.3,child.4,child.5,child.6,child.7,child.8,child.9,child.10,child.11,child.12,child.13
,"Congestive heart failure, Progress",Congestive heart failure – Progress,,Misc,"Congestive heart failure, Exacerbation Hospitalizations in 12 Months","Congestive heart failure, Is patient on diuretics","Congestive heart failure, If yes, does patient take everyday as prescribed","Congestive heart failure, Other Chronic Medical Problems","Congestive heart failure, Details of Other Chronic Medical Problems","Congestive heart failure, Severity classification NYHA",,,,,,,
